name,rating,address,total reviews,cuisine,price,neighborhood,website,email,phone,review rating,review description,review dine date
BOTTLES + BURGERS by Double Helix,3.6,"440 S. Rampart at Tivoli Village Las Vegas, NV  89145 ",21,American,$30 and under,Summerlin,http://Tivolivillage.doublehelixwine.com,doublehelixwine@yahoo.com,(702) 735-9463,3.6 / 5,"Really surprised that the hostess actually checked me in. When I walked in she had a bit of attitude and didn't really care what name was on the reservation,as she grabbed menus and walked back without even looking at the computer. Besides that the waiter and bartender were very much on top of things, they made the experience better. loved the milk shakes and the burgers were pretty delicious to, I would recommend for more of a lunch outing rather then dinner.",07/11/2012
Bouchon at The Venetian,4.2,"3355 Las Vegas Blvd South Las Vegas, NV  89109 ",486,French,$31 to $50,The Venetian and Palazzo,http://www.bouchonbistro.com,"",(702) 414-6200,4.2 / 5,"Had a Friday, 8:15p reservation, were seated right away upon arriving. Nice decore, service was attentive, but had trouble getting timely drink service later in night as restaurant got busier. Was also very loud when restaurant was full, had difficult time having a conversation at our 2 person table. Food was very good, had Veal Chateaubriand (which was very good) and the Gnocchi à la Parisienne (which seemed overly salty, but still good). For dessert the Île Flottante (meringue with vanilla crème anglaise) was terrific. Nice wine list and drink menu. Pricey, but definitely worth going.",07/20/2012
Brand - Monte Carlo,4.2,"Monte Carlo Hotel &amp; Casino 3770 Las Vegas Blvd. South Las Vegas, NV  89109",61,Steakhouse,$31 to $50,Monte Carlo Hotel & Casino,http://www.lightgroup.com/las-vegas-restaurant-brand/,webvip@lightlv.com,(702) 730-6700,4.2 / 5,"The food was amazing! Our waitress Alex provided excellent customer service, and the rest of the staff was great! Even though it's right off the casino floor, the outside noise didn't bother us and the music wasn't too loud either.",07/13/2012
Broadway Burger Bar and Grill,4.0,"3790 Las Vegas Blvd. South Las Vegas, NV  89109 ",8,Burgers,$30 and under,New York New York Hotel & Casino,http://www.arkvegas.com,"",(702) 740-6540,4 / 5,"Good burgers, but service was okay.",07/09/2012
Buca di Beppo - Excalibur Las Vegas,3.8,"3850 Las Vegas Blvd. South Las Vegas, NV  89109 ",36,Italian,$30 and under,Excalibur,http://www.bucadibeppo.com,excalibur@bucainc.com,(702) 795-1010,3.8 / 5,Not impressed with the hostess. No smile and in rush to seat us which was odd because we had such an early reservation there was very few patrons waiting and eating. Our watitress was good overall!,07/05/2012
Buca di Beppo - Las Vegas,4.1,"412 East Flamingo Road Las Vegas, NV  89169 ",72,Italian,$30 and under,Las Vegas,http://www.bucadibeppo.com,lasvegas@bucadibeppo.com,(702) 866-2867,4.1 / 5,"Simply enjoyable... good food, service and friendly staff. It pays to pre-order for scheduled dining party.",07/12/2012
Buca di Beppo - Summerlin,4.3,"7690 West Lake Mead Boulevard Las Vegas, NV  89128 ",56,Italian,$30 and under,Summerlin,http://www.bucadibeppo.com,summerlin@bucadibeppo.com,(702) 363-6524,4.3 / 5,"Always a good experience. The staff is accommodating, friendly, and on top of their game. Nice casual atmosphere.",07/08/2012
Canal Street - Orleans Hotel & Casino,4.8,"4500 West Tropicana Avenue Las Vegas, NV  89103 ",9,American,$31 to $50,The Orleans Hotel & Casino,http://www.orleanscasino.com/dining/canal-street,joanmowczan@boydgaming.com,(702) 365-7550,4.8 / 5,My guest and I both had Osso Bucco and it was delicious. Our waitress was very friendly and seemed to know the wine list by heart! We will definitely return.,05/30/2012
Canaletto,4.1,"3377 Las Vegas Blvd. Suite 2440 Las Vegas, NV  89109",166,Italian,$31 to $50,The Venetian and Palazzo,http://www.ilfornaio.com,kmendez@ilfo.com,(702) 733-0070,4.1 / 5,"We were recommended to Canaletto because we were going to the Phantom. The waiter was hard to understand, and not seeming Italian in a charming way. My fiancee ordered the duck special, and was informed some time later that they had sold out. He reordered, and when our entrees came we had a tenderloin and a sea bass....on the exact same garnish. Approximately 16 oz of sauteed spinach under both cuts. I usually expect a little more creativity.",07/17/2012
Capital Grille - Las Vegas,4.3,"3200 Las Vegas Blvd South, Suite 3300 Fashion Show Mall Las Vegas, NV  89109",83,Steakhouse,$50 and over,Fashion Show Mall,http://www.thecapitalgrille.com,LasVegas@tcgdine.com,(702) 932-6631,4.4 / 5,Was a very good place to eat. The cost was comparibale to other nice restaurants in the Vegas area. $$,07/18/2012
Carlos 'N Charlie's @ The Flamingo,3.1,"3555 Las Vegas Boulevard South Las Vegas, NV  89109 ",13,Mexican,$30 and under,The Strip,http://www.carlosandcharlies.com/vegas/index.htm,julie@cncharlies.com,(702) 522-9254,3.1 / 5,"Way too loud and the food was mediocre at best. We were there in the afternoon and seated outside. If you don't mind yelling when having a conversation, this is place for you.",06/16/2012
The Carmel Room - Rampart Casino,4.5,"221 N Rampart Blvd Las Vegas, NV  89145 ",90,Steakhouse,$31 to $50,Summerlin,http://www.rampartcasino.com/carmel.htm,tjanjua@canneryresorts.com,(702) 507-5955,4.5 / 5,Servers were personable and very attentive. Rather pricey restaurant for a local establishment.,07/21/2012
CarneVino Italian Steakhouse - Palazzo Hotel,4.3,"3325 Las Vegas Boulevard South Palazzo Hotel and Casino Las Vegas, NV  89109",304,Steakhouse,$50 and over,The Venetian and Palazzo,http://www.carnevino.com,noreply@carnevino.com,(702) 789-4141,4.3 / 5,Best steakhouse restaurant in LV!The bar tenders (Cooper and ??sorry) were amazing! True drink mixologists extrordanaire! They even allowed me the priviledge of sampling a few spirits to educcate my palate such as Buddha's Hand Vodka and Mertelli. Their suggestions for dinner were spot on! The steak tartare is the best in the US. The Colorado lamb chops were pretty amazing!Thank You!!!!!!!!!!!!!!!,07/21/2012
Carve - Eastside Cannery Hotel & Casino,4.5,"5255 Boulder Hwy Las Vegas, NV  89122 ",46,Steakhouse,$31 to $50,Las Vegas,http://eastsidecannery.com/index.php?option=com_content&view=article&id=142&Itemid=1089,"",(702) 856-5464,4.5 / 5,"Food was excellent, Prime Rib was exceptional, waiter was outstanding",07/05/2012
Casa di Amore,4.5,"2850 East Tropicana Ave Las Vegas, NV  89121 ",106,Italian,$30 and under,Near the Strip,http://www.casadiamore.com,casadiamorelv@gmail.com,(702) 433-4967,4.5 / 5,"Best no frills Italian food in Vegas I've found thus far. Everything was moderately priced, delicious, delicious, delicious (from apps to dessert)and a well priced and complimentary wine list. Service was excellent and well grounded. The Live music is just an atmospheric bonus as Frank Devito kept us in stiches, catered to guest song requests and played classics (you mother can appreciate- a lot of Sinatra). Hands down a great time, and a trip down nostalgic lane.",06/29/2012
Central Michel Richard - Caesars Palace,3.4,"3570 Las Vegas Blvd South Las Vegas, NV  89109 ",26,American,$31 to $50,Caesars Palace,http://www.centrallv.com,reservations@centrallv.com,(702) 650-5921,3.4 / 5,The food was better than average and they had a great selection of draft beers. The restaurant is off to the side of the hotel lobby and made an interesting location to people watch if you sit at the bar.,07/17/2012
Charlie Palmer Steak Las Vegas,4.2,"3960 Las Vegas Blvd. South Las Vegas, NV  89119 ",79,Steakhouse,$31 to $50,Four Seasons Hotel,http://www.charliepalmer.com,reservations@charliepalmer.com,(702) 632-5120,4.2 / 5,"The service was outstanding. We went with the cut of the week menu. The asparagus risotto was very bland. The soup, corn chowder with bacon, shrimp, potatoes was awesome! Veal Delmonico was good to great; wife's was stringy, mine was not. Dessert was very good.",07/11/2012
Chart House Restaurant - Golden Nugget - Las Vegas,4.4,"129 East Fremont Street Golden Nugget Las Vegas, NV  89101",140,Seafood,$31 to $50,The Golden Nugget Hotel & Casino,http://www.chart-house.com,chlv@ldry.com,(702) 386-8364,4.4 / 5,"I think the server forgot about us after we ordered appetizers. We were done eating the apps before we were asked for our meal order. This was lunchtime. Otherwise, everything was very good.",07/17/2012
China Grill - Las Vegas,3.8,"3950 Las Vegas Blvd. South Las Vegas, NV  89119 ",43,Asian,$31 to $50,Mandalay Bay Resort,http://www.chinagrillmgt.com,ustewart@mandalaybay.com,(702) 632-7404,3.8 / 5,Was ready to pass after reading all the negative feedback on open table. But out dinner at the china grill was great. Still delicious. Bannanas in a box is the best thing ever,07/13/2012
China Poblano - The Cosmopolitan of Las Vegas,3.9,"3708 Las Vegas Blvd South Las Vegas, NV  89109 ",143,Chinese,$30 and under,Cosmopolitan of Las Vegas,http://www.chinapoblano.com,info@chinapoblano.com,(877) 893-2001,3.9 / 5,Had a few good dishes but most of them were disappointing. There was a noodle dish that has mushrooms and bok choy in it that tasted only like vinegar. The hot and sour soup was also all vinegar and no spice. The chips did not seem fresh and the salsa was probably from a jar. The chicken soup (caldo something) was very good. If I go again I'll stick with that and maybe a few tacos.,07/17/2012
Cili,4.8,"5160 Las Vegas Blvd., South Las Vegas, NV  89109 ",14,American,$31 to $50,Bali Hai Golf Club,http://www.cili.com,webmaster@waltersgolf.com,(702) 856-1000,4.7 / 5,This is the best lobster salad on the planet....a lovely view of the golf course too! Our waiter was most attentive! If you are looking for a great place for the ladies to lunch this is it!,07/16/2012
Circo - Bellagio,4.3,"Bellagio Hotel &amp; Casino 3600 Las Vegas Blvd South Las Vegas, NV  89109",175,Italian,$31 to $50,Bellagio Hotel & Casino,http://www.bellagio.com/circo,fforlini@bellagioresort.com,(702) 693-8150,4.4 / 5,"My first time there,and it met my expectations.I will definitely go back for other special occasions.",07/15/2012
Comme Ca - The Cosmopolitan of Las Vegas,3.8,"3708 Las Vegas Blvd South Las Vegas, NV  89109 ",168,French,$31 to $50,Cosmopolitan of Las Vegas,http://www.cosmopolitanlasvegas.com/taste/restaurant-collection/comme-ca.aspx,"",(702) 698-7910,3.8 / 5,"The Lobster Thermidor was masterful. A real treat. Other items were good, but the Lobster is what will bring me back. Great views, friendly service.",07/17/2012
Cortez Room - Gold Coast Hotel & Casino,3.3,"4000 West Flamingo Road Las Vegas, NV  89103 ",7,Steakhouse,$30 and under,Gold Coast Hotel & Casino,http://www.goldcoastcasino.com/dining/cortez-room,"",(800) 331-5334,3.3 / 5,should not put family with loud kids near other tables,06/25/2012
The Country Club - Wynn Las Vegas,4.7,"3131 Las Vegas Boulevard South Las Vegas, NV  89109 ",42,Steakhouse,$31 to $50,Wynn Las Vegas and Encore,"",opentable@wynnlasvegas.com,(702) 770-3315,4.7 / 5,This place is the best kept secret in LV!,07/19/2012
CUT at The Palazzo Las Vegas,4.5,"3325 Las Vegas Boulevard South Las Vegas, NV  89109 ",325,Steakhouse,$50 and over,The Venetian and Palazzo,http://www.wolfgangpuck.com/restaurants/finedining/cut/lasvegas/,"",(702) 607-6300,4.5 / 5,"The Cut has definitely made my top 3 as far as restsurants and steaks go. Overall, I couldn't rank this place anything but an A+. They start off by bringing you an ipad with information and a slideshow of cocktails you could choose from. We then ordered their crab and shrimp cocktail plate for appetizer, which is incredible. For the main course, my boyfriend got the trio of steaks which included the 3 different kinds of kobe... AMAZING. each one melted in your mouth. I got the Indian spiced short ribs, which had to have neen one of my all time best short rib plates. We got their fries and mushrooms on the side. Also both outstanding. For dessert we got their banana cream pie... nothing else compares. You MUST get this. Will go back!!!!",07/20/2012
D.O.C.G. - The Cosmopolitan of Las Vegas,3.9,"3708 Las Vegas Blvd South Las Vegas, NV  89109 ",143,Italian,$30 and under,Cosmopolitan of Las Vegas,http://www.cosmopolitanlasvegas.com/pdf/menu/DOCG0512.pdf,"",(702) 698-7920,3.9 / 5,"This is one of my favorite Italian restaurants. Everything is the freshest most delicious fare. Imaginative and very varied menu. The food is simply amazing here no matter what you order. Scott Conant does it again! The only drawback is the noise level which is a big factor if you want to engage in conversation. It borders on ear splitting at times when the place is packed, which is most of the time.",07/19/2012
Dal Toro,3.8,"3325 Las Vegas Blvd South Las Vegas, NV  89109 ",46,Italian,$31 to $50,The Venetian and Palazzo,http://www.daltoro.com,reservations@daltoro.com,(702) 437-9800,3.8 / 5,"Always have great service and quality food. We like the added bonus of viewing the new cars added to the showroom each time we go, both classic and exotic.They are very accommodating about requests and if the weather is right you can view the fireworks from the TI hotel across the street. Inside, there are great booths and tables and even a private wine room that seats up to 10. Always a fun place.",07/16/2012
Del Frisco's Double Eagle Steak House - Las Vegas,4.7,"3925 Paradise Rd. Las Vegas, NV  89169 ",267,Steakhouse,$50 and over,Near the Strip,http://delfriscos.com ,"",(702) 796-0063,4.7 / 5,"good food, over eager servers made us want to eat and run.",07/19/2012
Delmonico Steakhouse,4.6,"The Venetian Resort Hotel &amp; Casino 3355 Las Vegas Blvd, South Las Vegas, NV  89109",527,Steakhouse,$50 and over,The Venetian and Palazzo,http://www.emerils.com,"",(702) 414-3737,4.6 / 5,"Remarkable experience from the servcice ,food and all overall.I've dined here 3 times, once with a group of friends,I've brought my young children several years ago who are now teenagers and remember it and Saturday ,I spent a romantic evening with my spouse.",07/21/2012
Diablo’s Cantina - Monte Carlo,3.4,"Monte Carlo Hotel &amp; Casino 3770 Las Vegas Blvd. South Las Vegas, NV  89109",41,Mexican,$30 and under,Monte Carlo Hotel & Casino,http://www.lightgroup.com/las-vegas-restaurant-diablos/,diabloscantina@montecarlo.com,(702) 730-7979,3.4 / 5,"Worst service EVER! I don't think I've had such a distant wistress. For example when we asked for water and we finally got it, it was set to the far edge of the table, it was almost wierd. I ordered a strawberry margarita and it had zero alcohol in it and I sure don't remember ordering a virgin one. Complete waste of time and money!!!!!",07/13/2012
DJT,3.9,"2000 Fashion Show Drive Las Vegas, NV  89109 ",18,Contemporary American,$31 to $50,Trump International Hotel,http://trumplasvegashotel.com,djtlv@trumphotels.com,(702) 476-7358,3.9 / 5,Was not particularly impressed. Menu was limited. They were out of the filet minion and we had to settle for the rib eye (which was excellent). Pasta was average. But the salmon was great as well. They have dumped the fixed price menu. So likely to be more expensive now. Overall given the choices available in Vegas I would not say there is anything standout about this place.,07/04/2012
Don Vito's Italian - South Point Casino,4.3,"9777 Las Vegas Boulevard South Las Vegas, NV  89183 ",120,Italian,$31 to $50,South Point Casino,http://www.southpointcasino.com/dining/don-vitos.php,"",(702) 797-8075,4.3 / 5,I've Ben multiple times but this last time ruined it for me.,07/19/2012
Eiffel Tower,4.5,"3655 Las Vegas Blvd. South Las Vegas, NV  89109 ",616,French,$50 and over,Paris Hotel and Casino,http://www.eiffeltowerrestaurant.com,eiffeltower@leye.com,(702) 948-6937,4.5 / 5,"I recently took my daughter to Las Vegas for the first time. I wanted to take her for a special dinner on our last night there, a friend recommended the Eiffel Tower Restaurant. The view was incredible!! The food was first class. I will recommend it to everyone I talk too.",07/21/2012
El Segundo Sol,3.8,"3200 Las Vegas Blvd South Las Vegas, NV  89109 ",48,Mexican,$30 and under,Fashion Show Mall,http://www.elsegundosol.com,leye149@leye.com,(702) 258-1211,3.8 / 5,"The food was definitely a notch above your average Mexican restaurant. The grilled vegetables were especially good, and so was the tableside guacamole. Those who got the pulled pork said pineapple was listed as a main ingredient on the menu, but was not detected in the dish. If you're there in the hot weather, there are misters which help to keep you cool.",06/16/2012
Emeril's New Orleans Fish House,4.0,"MGM Grand Hotel 3799 Las Vegas Blvd, South Las Vegas, NV  89109",226,Seafood,$31 to $50,MGM Grand Hotel & Casino,http://www.emerils.com/emerilsnofishhouse,"",(702) 891-7374,4 / 5,It was great bam the food was great,07/15/2012
ENVY The Steakhouse at The Renaissance Las Vegas,4.3,"3400 Paradise Rd. Las Vegas, NV  89169 ",88,Steakhouse,$31 to $50,The Renaissance,http://www.envysteakhouse.com,ryan.wolf@interstatehotels.com,(702) 784-5700,4.3 / 5,Third time here and each time service and food quality have gone down,07/19/2012
Ferraro's Restaurant & Wine Bar,4.4,"4480 Paradise Rd, Ste 100 Las Vegas, NV  89169 ",115,Italian,$31 to $50,Near the Strip,http://www.ferraroslasvegas.com,ferraros@ferraroslasvegas.com,(702) 364-5300,4.4 / 5,"Been going to Ferraro's since before it relocated. We've never ever had a bad meal or bad experience of any kind. It was our 32nd Anniversary and we chose to celebrate it here. That day's Chef's special included Dover Sole, a favorite of Diane's. In fact, she had been hoping it would be on the menu. Done perfectly and deboned at the table. I ordered the 8 oz filet which was cooked exactly as I ordered. And ... it really was Prime quality. I commented that it was either the best or second best I had in these past several years. We shared a half bottle of Cabernet with dinner. To top it off, they brought us an excellent slice of Tiramisu, unrequested and at no charge, for us to share for our Anniversary.All in all, the evening was splendid",07/11/2012
